partner,geo\time,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
IT,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,77617480 e,67192926 e,: 
IT,FI,129000,119000,156000,163000,169000,198000,193000,207000,207000,273508 b,261034,330234
IT,FR,2138000,2344000,2626811,2837235,3155580,2698183,2755436,2579137,2740684,2777037,2986097,: 
IT,HR,: ,: ,: ,: ,293177,250609,260953,172947,282557,288164,299429,: 
IT,HU,: ,: ,365805,296143,271930,254286,220431,212080,228633,167569,148156,202493
IT,IE,168000,199000,249000,345000,437000,384000,307000,279000,214000,294364,260000,254314
IT,IT,: ,: ,: ,: ,: ,: ,: ,: ,: ,51536196,41334256,43516686 b
IT,LT,: ,17895,17839,21374,29190,53845,23385,32433,33123,39600,51642,: 
IT,LU,92000,106000,102000,89000,115500,102073,122482,99746,104664,114765,97256,116310
IT,LV,20217,17806,23955,34578,46548,57687,66873,86233,91845,64143 u,: u,59323 u
IT,MT,: ,: ,: ,: ,70024 e,: ,59905,65329,76224,77048,98992,: 
IT,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,925596 b,919520,: 
IT,NO,: ,200878,200094,233603,260912,223605,244031,386807,300187,: ,: ,: 
IT,PL,450000,371000 e,458000,380000,206000,: ,568000,492000,448000 e,: u,: u,: 
IT,PT,46262,40881,: ,: ,70871,: u,78451,48941,36541,61953,61493,: 
IT,RO,: ,: ,114003,130670,194176,217398,148885,144996,193254,156042,186756,: 
IT,SE,: ,: ,: ,471000,498000,564000,392000,507000,579000,: ,: ,: 
IT,SI,145798,249910,208582,234574,172863,205936,216000,195000,158000,151500,170386,: 
IT,SK,311703,229216,187389,179832,303804,227306,244921,257186,253916,212127 u,251002 b,: 
IT,UK,2391423,2332959,2637744,3033465,3258899,3113861,2409914,2059490,2182266,2507717,2664095,: 
JP,AT,: ,8913,: ,: ,15589,: ,: ,: u,18548,: u,: u,: 
JP,BE,: ,: ,4417,12274,9659,: ,13555,: u,: ,: u,: u,: 
JP,BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: 
JP,CH,: ,: ,: ,: ,: ,: u,: ,: u,: u,: ,: u,: 
JP,CY,367,458,431,282,496,576,582,449,150,: u,: u,: 
JP,CZ,: ,: ,: u,: ,: ,: ,: ,: ,: ,: ,: ,: 
JP,DE,: u,: u,: u,: u,: ,: u,: u,: u,: u,: u,: u,: 
JP,DK,8800,: ,: ,: ,13027,0,1715,3919,9583,: u,: u,: 
JP,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,220831 e,332120 e,: 
JP,EE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: 
JP,EL,: ,: ,: ,: ,: ,: ,: ,0,6828,: ,: ,: 
JP,ES,1776,: ,5171,: u,: u,: u,: u,: u,: u,: u,: u,34427 u
JP,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,337110 e,482982 e,: 
JP,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,343449 e,494647 e,: 
JP,FI,9000,8000,10000,12000,14000,20000,20000,15000,12000,: u,: u,: u
JP,FR,45000,103000,100118,71560,107189,94539,70232,67552,40248,: u,: u,: 
JP,HR,: ,: ,: ,: ,: ,: ,: ,1434,0,: u,: u,: 
JP,HU,: ,: ,4331,: u,: u,: u,: u,: u,2814,3053 u,3571 u,4887 u
JP,IE,3000,: ,4000,9000,5000,6000,3000,: u,: u,: u,: u,: u
JP,IT,27944,: ,: ,: ,39988,89109,61494,: ,10578,: u,: u,: u
JP,LT,: ,: ,1029,: u,: u,: u,: u,: u,: u,: u,: u,: 
JP,LU,: ,: ,: ,3000,1544,2197,2443,1943,704,: u,: u,: u
JP,LV,: ,: ,: ,: ,2056,: u,1859,453,1510,: ,: ,: 
JP,MT,: ,: ,: ,: ,97 e,: ,308,305,160,: u,: u,: 
JP,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
JP,NO,: ,: ,11561,: ,: ,: ,9521,: ,7078,: ,: ,: 
JP,PL,: ,43000 e,: ,: ,: ,9000,: ,0,0 e,: ,: u,: 
JP,PT,: ,: ,: ,: ,: ,: ,6847,4766,0,: ,: ,: 
JP,SE,: ,: ,: ,17000,29000,42000,12000,42000,: ,: ,: ,: 
JP,SI,: ,: u,: ,: ,: u,: u,: ,: u,: u,: ,: u,: 
JP,SK,: ,: ,: ,: ,11826,: ,: ,4082,0,: ,: ,: 
JP,UK,75922,73519,84966,132232,131211,126052,112825,93778,79948,93899,92413,: 
KR,AT,: ,: ,: ,3419 e,: ,2530,: ,: ,3408,: u,: u,: 
KR,BE,: ,: ,: ,: ,: ,: ,2234,: u,: u,: ,: ,: 
KR,CH,: ,: ,: ,: ,: ,: ,: ,: u,: u,: u,: u,: 
KR,CY,: ,: ,256,415,219,295,204,146,243,: ,: u,: 
KR,DE,: ,: ,: ,: ,: ,: ,: u,: u,: u,: u,: u,: 
KR,DK,: ,: ,: ,4966,3826,1486,0,8027,4971,: u,: ,: 
KR,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,125341 eu,: u,: 
KR,EL,: ,: ,: ,: ,: ,: ,: ,0,0,: ,: ,: 
KR,ES,: ,: ,: ,: u,: ,: ,: u,: u,0,: u,: ,: u
KR,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,179824 e,124587 e,: 
KR,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,179795 e,124570 e,: 
KR,FI,: ,: ,: ,: ,: ,8000,6000,: ,: ,: u,: u,: u
KR,FR,: ,: ,0,26917,0,35487,23460,11083,3889,: u,: u,: 
KR,HR,: ,: ,: ,: ,: ,: ,: ,0,0,: ,: ,: 
KR,HU,: ,: ,: ,: ,: ,: ,: ,: u,547,: u,: ,: u
KR,IE,: ,: ,: ,: ,: ,: ,: ,: u,: u,: u,: ,: 
KR,IT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: ,: 
KR,LT,: ,: ,: ,: u,: ,: u,: u,: u,: u,: u,: u,: 
KR,LU,: ,: ,: ,: ,0,0,258,841,0,: u,: u,: 
KR,LV,: ,: ,: ,: ,: ,: ,: ,248,: ,: ,: ,: 
KR,MT,: ,: ,: ,: ,: ,: ,11,45,154,: ,: u,: 
KR,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: 
KR,NO,: ,: ,11378,: ,5729,: ,: ,13697,4037,: ,: ,: 
KR,PL,: ,: ,: ,: ,: ,: ,: ,20000,18400 e,: ,: ,: 
KR,PT,: ,: ,: ,: ,: ,: ,: ,2299,0,: ,: u,: 
KR,SE,: ,: ,: ,9000,: ,: ,4000,: ,: ,: ,: ,: 
KR,SI,: ,: ,: ,: ,: ,: ,: ,0,0,: ,: ,: 
KR,SK,: ,: ,: ,: ,: ,: ,: ,0,0,: ,: ,: 
KR,UK,: ,25224,19972,34420,29796,39314,30891,25309,19522,44387,42464,: 
LT,AT,: ,: ,: ,: ,: ,: ,: ,: u,8133,: u,: u,: 
LT,BE,: ,: ,4232,: ,: ,: ,14199,: u,: u,: u,: u,: 
LT,BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: 
LT,CH,: ,: ,: ,: ,: ,: u,: ,: u,: u,: ,: ,: 
LT,CY,: ,: ,827,947,984,1106,794,1134,1668,: u,: u,: 
LT,CZ,: ,: ,: ,: ,: u,: ,: ,: ,: ,: u,: u,: 
LT,DE,: ,: ,: ,: ,: u,: u,: ,: u,: u,: u,: u,: 
LT,DK,: ,: ,15480,13664,19921,12641,21209,14609,10760,: u,: u,: 
LT,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,207523 e,143039 e,: 
LT,EE,: ,: ,: ,: ,: u,: ,: u,: u,: u,: u,37050 u,: 
LT,EL,: ,: ,: ,: ,: ,: ,: ,0,0,: ,: u,: 
LT,ES,: ,: ,: ,: ,: u,: ,: ,: u,: u,49690 u,: u,: u
LT,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,3327954 e,3271456 e,: 
LT,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,3340289 e,3274598 e,: 
LT,FI,: ,: ,36000,27000,35000,35000,33000,39000,49000,: u,: u,: u
LT,FR,: ,: ,12187,0,0,5762,12514,2594,12774,: u,: u,: 
LT,HR,: ,: ,: ,: ,: ,: ,: ,741,0,: u,: u,: 
LT,HU,: ,: ,: ,: u,: u,: u,: u,: u,1132,: u,: u,: u
LT,IE,: ,: ,: ,: ,3000,5000,: ,: u,: u,: u,: u,: u
LT,LT,: ,: ,: ,: ,: ,: ,: ,: ,: ,2515457,2588650,: 
LT,LU,: ,: ,: ,: ,627,316,513,802,837,: u,: u,: u
LT,LV,: ,: ,94751,108196,145461,112164,91007,80787,90531,152406,123065,155856
LT,MT,: ,: ,: ,: ,33 e,: ,140,151,58,: u,: u,: 
LT,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
LT,NO,: ,: ,28654,17204,28080,42057,19680,44554,19833,: ,: ,: 
LT,PL,: ,: ,104000,106000,138000,270000,: ,347000,308000 e,: u,: u,: 
LT,PT,: ,: ,: ,: ,: ,: ,: ,1913,0,: u,: ,: 
LT,SE,: ,: ,: ,25000,38000,12000,10000,16000,24000,: ,: ,: 
LT,SI,: ,: ,: ,: ,: ,: ,: ,0,: u,: u,: ,: 
LT,SK,: ,: ,: ,: ,: ,: ,: ,0,0,: ,: ,: 
LT,UK,: ,17046,22310,89560,100996,92339,106793,112738,168194,170522,174508,: 
LU,AT,: ,11276,5047,: ,8137,14196,9214,: u,14542,: u,: u,: 
LU,BE,98285,162097,137416,93448,150188,160959,104559,128333,: u,87251 u,136669,: 
LU,BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: ,: 
LU,CH,: ,: ,: ,: ,: ,: u,: ,: u,: u,: u,: u,: 
LU,CY,469,308,681,667,748,1174,829,893,1053,: u,: u,: 
LU,CZ,: ,: ,: ,: u,: ,: ,: ,: ,: ,: ,: ,: 
LU,DE,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: 
LU,DK,11700,13247,3105,: ,17017,13662,7191,6687,0,: u,: u,: 
LU,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,573619 e,834466 e,: 
LU,EE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: 
LU,EL,: ,: ,: ,: ,: ,: ,: ,0,0,: ,: u,: 
LU,ES,4700,7396,: ,: ,: u,: u,: u,: u,: u,: u,: u,: u
LU,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,732332 e,995744 e,: 
LU,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,736826 e,995607 e,: 
LU,FI,: ,5000,7000,7000,: ,5000,: ,: ,12000,: u,: u,: u
LU,FR,91000,104000,200947,122406,143313,118754,127924,125285,173592,174269 u,118954 u,: 
LU,HR,: ,: ,: ,: ,: ,: ,: ,0,2789,: u,: ,: 
LU,HU,: ,: ,6176,: u,: u,: u,: u,: u,17678,17348 u,14222 u,: u
LU,IE,4000,6000,7000,13000,8000,: ,6000,: u,: u,: u,: u,: u
LU,IT,74247,: ,: ,21974,: ,: ,27947,: ,: ,: u,: u,: 
LU,LT,: ,: ,: ,: u,: u,: ,: u,: u,: u,: u,: u,: 
LU,LU,: ,: ,: ,: ,0,0,0,0,0,48213,55172,30202
LU,LV,: ,: ,: ,: ,7094,: ,2698,4215,3086,: u,: u,: 
LU,MT,: ,: ,: ,: ,296 e,: ,732,673,625,: u,: u,: 
LU,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,126146 bu,160467,: 
LU,NO,: ,: ,: ,5392,5888,: ,: ,6752,0,: ,: ,: 
LU,PL,: ,: ,17000,: ,: ,: ,: ,5000,4600 e,: u,: u,: 
LU,PT,: ,6314,: ,: ,: ,: u,: ,13850,12108,: u,: u,: 
LU,RO,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: 
LU,SE,: ,: ,: ,22000,23000,: ,14000,: ,: ,: ,: ,: 
LU,SI,: ,: ,: u,: u,: ,: u,: ,: u,: u,: u,: u,: 
LU,SK,: ,: ,: ,: ,: ,: ,: ,0,0,: ,: ,: 
LU,UK,45383,44762,51016,80701,88023,106903,45129,91629,49206,69676,77702,: 
LV,AT,: ,: ,: ,5678,: ,: ,: ,: u,3025,: u,: u,: 
LV,BE,: ,: ,10154,8997,4754,: ,: ,0,: u,: u,: u,: 
LV,CH,: ,: ,: ,: ,: ,: ,: ,: u,: u,: u,: u,: 
LV,CY,: ,: ,581,678,1144,1614,1093,1335,1564,: u,: u,: 
LV,DE,: ,: ,: ,: u,: u,: u,: ,: u,: u,: u,: u,: 
LV,DK,: ,: ,9522,18905,10189,10385,3377,8215,17879,: u,: u,: 
LV,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,317390 e,367649 e,: 
LV,EE,: ,: ,: ,: ,: u,: ,: u,: u,: u,92862,111251,: 
LV,EL,: ,: ,: ,: ,: ,: ,: ,0,0,: ,: u,: 
LV,ES,: ,: ,: ,: ,: ,: ,: ,0,: u,: u,: u,: 
LV,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,4556956 e,3969697 e,: 
LV,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,4556238 e,3969151 e,: 
LV,FI,: ,: ,113000,82000,86000,88000,62000,65000,61000,95319 bu,73723 u,: u
LV,FR,: ,: ,11831,3169,27500,10609,0,2663,18861,: u,: u,: 
LV,HR,: ,: ,: ,: ,: ,: ,: ,0,0,: ,: ,: 
LV,HU,: ,: ,: ,: u,: u,: u,: u,: u,448,: u,: u,: u
LV,IE,: ,: ,2000,5000,6000,: ,: ,: u,: u,: u,: u,: u
LV,IT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
LV,LT,: ,: ,214046,344693,219110,202178,160587,164258,191267,214441,228468,: 
LV,LU,: ,: ,: ,: ,222,994,1106,1820,784,: u,: u,: u
LV,LV,: ,: ,: ,: ,: ,: ,: ,: ,: ,3796070,3156196,3257763
LV,MT,: ,: ,: ,: ,198 e,: ,177,230,204,: u,: u,: 
LV,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
LV,NO,: ,: ,15983,57648,62181,43461,17769,68321,41888,: ,: ,: 
LV,PL,: ,: ,: ,: ,: ,: ,: ,26000,24000 e,: u,: u,: 
LV,PT,: ,: ,: ,: ,: ,: ,: ,0,550,: u,: u,: 
LV,SE,: ,: ,: ,86000,109000,137000,159000,100000,143000,: ,: ,: 
LV,SI,: ,: ,: ,: ,: u,: ,: ,: u,0,: ,: ,: 
LV,SK,: ,: ,: ,: ,: ,: ,: ,0,0,: ,: ,: 
LV,UK,: ,13343,33057,78313,102110,71795,54183,102684,98287,126766,123080,: 
MAGR,AT,: ,: ,85887 e,108812 e,109382,86621,80706,: u,50768,: u,44841 u,: 
MAGR,BE,: ,: ,278876,259310,262664,255877,229926,174562,: u,268680,320058,: 
MAGR,CH,: ,: ,: ,: ,: ,: u,: ,: u,: u,181106 u,131774 u,: 
MAGR,CY,: ,: ,960,1003,1143,824,688,1049,458,: u,: ,: 
MAGR,CZ,: ,: ,: ,: ,: u,: u,: ,: u,: ,112419 u,131850 u,: 
MAGR,DE,: ,: ,: ,: u,: u,: u,: u,: u,: u,682485 u,1227149 u,: 
MAGR,DK,: ,: ,: ,: ,: ,27201,42030,19394,35699,: u,: u,: 
MAGR,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,3995836 e,4309827 e,: 
MAGR,EE,: ,: ,: ,: ,: ,: ,: u,: ,: u,: u,: u,: 
MAGR,EL,: ,: ,: ,: ,: ,: ,: ,0,0,: u,: u,: 
MAGR,ES,: ,: ,377065,: u,: u,: u,755679,826170,: u,706682,684371,699189
MAGR,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,5138616 e,5639710 e,: 
MAGR,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,5137805 e,5668157 e,: 
MAGR,FI,: ,: ,21000,: ,: ,: ,16000,: ,: ,: u,: u,: u
MAGR,FR,: ,: ,2297156,2623937,2275581,2382495,2264146,2109670,1650529,1782238,1498889,: 
MAGR,HR,: ,: ,: ,: ,: ,: ,: ,0,0,: ,: u,: 
MAGR,HU,: ,: ,81614,: u,: u,: u,: u,: u,12902,19713,14017,8532
MAGR,IE,: ,: ,19200,: ,36000,36000,: ,: u,: u,: u,: u,36859 u
MAGR,IT,: ,: ,597223,425870,457614,536501,475424,594138,: ,239707 u,242670 u,614582 bu
MAGR,LT,: ,: ,: ,: u,: ,: ,: ,: ,: ,: u,: u,: 
MAGR,LU,: ,: ,16000,15000,17033,17013,25715,18157,20151,16793,19634,16183
MAGR,LV,: ,: ,: u,: ,: ,: ,: ,497,473,: u,: ,: u
MAGR,MT,: ,: ,: ,: ,: ,: ,11793,12188,3890,7728,10388,: 
MAGR,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,142244 bu,174488,: 
MAGR,NO,: ,18513,10706,: ,: ,: ,35952,: ,22436,: ,: ,: 
MAGR,PL,: ,: ,141000,210000,191000,313000,326000,342000,315000 e,: u,: u,: 
MAGR,PT,: ,: ,: ,: ,: ,: u,38423,31924,24184,30531 u,27551 u,: 
MAGR,RO,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: ,: 
MAGR,SE,: ,: ,: ,: ,66000,: ,76000,: ,12000,: ,: ,: 
MAGR,SI,: ,: ,: u,: u,: u,: u,: ,: u,: u,: u,: u,: 
MAGR,SK,: ,: ,: ,: ,: ,97922,: ,34988,16625,: u,: u,: 
MAGR,UK,: ,402743,479987,605020,849752,802677,681165,805897,656604,804136,912051,: 
MT,AT,: ,: ,28327,14741,18840,21137,: ,: u,30589,: u,: u,: 
MT,BE,: ,: ,: ,: ,21979,: ,2306,32685,: u,: u,38345 u,: 
MT,CH,: ,: ,: ,: ,: ,: ,: ,: u,: u,: u,: u,: 
MT,CY,: ,: ,1825,2980,3790,6836,19385,10276,8734,: u,: u,: 
MT,CZ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: 
MT,DE,: ,: ,: u,: ,: u,: u,: ,: u,: u,: u,: u,: 
MT,DK,: ,: ,: ,16302,: ,2264,14199,25534,21822,: u,: u,: 
MT,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,695645 e,820246 e,: 
MT,EE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: 
MT,EL,: ,: ,: ,: ,: ,: ,: ,1970,2970,: u,: ,: 
MT,ES,: ,: ,7699,: ,: u,: u,: u,: u,: u,34059 u,29370 u,: u
MT,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,1230512 e,1402542 e,: 
MT,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,1236513 e,1402349 e,: 
MT,FI,: ,: ,14000,14000,19000,19000,6000,18000,18000,: u,: u,: u
MT,FR,: ,: ,107629,131175,88152,73004,77382,84013,68109,144809 u,110183 u,: 
MT,HR,: ,: ,: ,: ,: ,: ,: ,2096,15331,: u,: ,: 
MT,HU,: ,: ,2220,: u,: ,: u,: u,: u,10775,7702,18826,11365 u
MT,IE,: ,: ,: ,12000,22000,24000,: ,: u,: u,25541 u,21675 u,35717 u
MT,IT,: ,: ,124098,94274,32139,192506,: ,170459,100671,: u,: u,: u
MT,LT,: ,: ,: ,: ,: ,: u,: ,: u,: u,8988,6994 u,: 
MT,LU,: ,: ,: ,2000,1947,1448,1698,1916,5259,: u,: u,: u
MT,LV,: ,: ,: ,: u,739,: ,824,3077,3074,: u,: ,: 
MT,MT,: ,: ,: ,: ,: ,: ,: ,: ,: ,204913,189805,: 
MT,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,59544 u,: 
MT,NO,: ,: ,13131,: ,: ,35228,: ,: ,16063,: ,: ,: 
MT,PL,: ,: ,: ,: ,: ,: ,: ,21000,19000 e,: u,: ,: 
MT,PT,: ,: ,: ,: ,: ,: ,: ,0,0,: u,: u,: 
MT,RO,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: 
MT,SE,: ,: ,: ,: ,42000,46000,33000,: ,46000,: ,: ,: 
MT,SI,: ,: ,: ,: u,: u,: ,: u,: u,: u,: u,: u,: 
MT,SK,: ,: ,: ,: ,11990,: ,16006,0,16647,: u,: ,: 
MT,UK,: ,430078,483168,477605,453619,493892,355426,414582,441994,449591,504516,: 
NL,AT,: ,86308,49454,137651,81414,115751,97678,: u,122047,111291 u,152972,: 
NL,BE,474396,627896,654703,539952,480791,456505,742618,639105,853809,874786,843064,: 
NL,BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: ,: 
NL,CH,: ,: ,: ,: ,: ,: u,: u,: u,: u,181744 u,191532 u,: 
NL,CY,4337,8294,8027,8016,6602,9107,8281,8081,11479,9403 bu,: u,: 
NL,CZ,81359,87262,102141,94538,: u,: u,: u,: u,: u,: u,: u,: 
NL,DE,: u,: u,: u,: u,4164265,: u,4872430,4387458,4281534,4063774,5294242,: 
NL,DK,125900,102948,164010,183196,125148,111820,145298,166300,205014,143266 u,121793 bu,: 
NL,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,35150606 e,33657725 e,: 
NL,EE,: ,: ,: ,: ,: u,: ,: ,: u,: ,: u,24110 u,: 
NL,EL,13515,: ,34537,16048,17939,: ,24294,31943,1721,: u,: u,: 
NL,ES,109079,96369,163825,: u,: u,: u,: u,468762,: u,292217,237192,242599
NL,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,38187961 e,36560643 e,: 
NL,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,38210495 e,36603286 e,: 
NL,FI,45000,53000,55000,51000,66000,41000,63000,74000,85000,118864 bu,112885 u,89929 u
NL,FR,378000,446000,549835,676536,702109,476748,596316,659242,469718,583843,490659,: 
NL,HR,: ,: ,: ,: ,35870,11196,: ,9563,27293,: u,: u,: 
NL,HU,: ,: ,161007,104104,146956,164674,155565,161027,110932,101939,64010,73595
NL,IE,72000,82000,83000,116000,86000,87000,63000,: u,: u,106536,78125,84022
NL,IT,164581,196793,383056,290236,224916,207309,179907,336340,193962,224573 u,456336 u,: u
NL,LT,: ,20888,14583,26372,27162,11160,: u,16666,19358,9470,14699,: 
NL,LU,49000,45000,57000,42000,55243,50802,73375,52948,54976,53962,62606,75860
NL,LV,6504,5449,17576,10054,19851,21444,33449,33257,32559,: u,: u,: u
NL,MT,: ,: ,: ,: ,3318 e,: ,6791,6859,7611,7126,7673,: 
NL,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,28639911 b,25839912,: 
NL,NO,: ,85876,103598,102270,120664,164506,119625,106288,100688,: ,: ,: 
NL,PL,270000,165000 e,220000,357000,257000,313000,318000,143000,129000 e,: u,: u,: 
NL,PT,: ,35976,: ,: ,25479,: u,81496,18151,18353,: u,: u,: 
NL,RO,: ,: ,7917,: ,5734,: ,5394,5205,: ,: u,: u,: 
NL,SE,: ,: ,: ,156000,163000,157000,126000,141000,220000,: ,: ,: 
NL,SI,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,22419 u,: 
NL,SK,15205,18096,: ,30151,23739,27357,15604,12968,45783,: u,: ,: 
NL,UK,1629208,1571980,1547329,2024777,1922898,1758362,1614485,1571457,1679331,1734745,1788058,: 
NO,AT,: ,28850,19583,36041,26564,33479,48926,: u,45927,: u,42178 u,: 
NO,BE,: ,20733,28840,7922,13293,: ,31212,26946,: u,: u,39234 u,: 
NO,BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
NO,CH,: ,: ,: ,: ,: ,: ,: u,: u,: u,: u,: u,: 
NO,CY,842,602,1386,1029,1394,1679,1430,1323,1713,: ,: u,: 
NO,CZ,: ,: ,: ,32869,: u,: u,: ,: ,: ,: u,: u,: 
NO,DE,: ,: u,: u,: u,: u,: u,: u,: u,: u,1137609 u,926316 u,: 
NO,DK,409100,298287,394560,384163,393719,432766,386817,607244,546321,414582,377508 b,: 
NO,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,1986834 e,1855055 e,: 
NO,EE,: ,: ,: ,: ,: u,: ,: u,: u,: ,: u,23690 u,: 
NO,EL,: ,: ,3156,: ,: ,: ,: ,5060,1987,: ,: u,: 
NO,ES,39479,12860,: ,: u,: u,: u,: u,: u,: u,66856,79074,52821 u
NO,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,2946826 e,2880998 e,: 
NO,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,2972198 e,2913928 e,: 
NO,FI,82000,92000,107000,115000,128000,130000,122000,96000,99000,175068 b,159376,167050 u
NO,FR,90000,97000,173788,245522,167305,151682,82467,105328,102877,193846,112275 u,: 
NO,HR,: ,: ,: ,: ,5396,: ,7033,0,14428,: u,: u,: 
NO,HU,: ,: ,2305,: u,: u,: u,: u,: u,20381,3919 u,10067 u,7165 u
NO,IE,6000,: ,9000,13000,20000,13000,16000,: u,: u,: u,30518 u,: u
NO,IT,40262,: ,32429,39540,133393,37482,66364,178692,37490,: u,: u,: u
NO,LT,: ,34709,73331,34557,21090,51543,34355,41394,45171,59169,69225,: 
NO,LU,: ,: ,: ,4000,3881,3803,5449,3671,1691,: u,: u,: u
NO,LV,9756,5919,5585,16769,23268,20382,23169,18519,14556,: u,: u,: u
NO,MT,: ,: ,: ,: ,627 e,: ,663,647,599,1178 u,1098 u,: 
NO,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,202197 b,168090,: 
NO,NO,: ,: ,: ,: ,: ,: ,: ,: ,0,: ,: ,: 
NO,PL,: ,44000 e,45000,38000,142000,110000,54000,88000,70000 e,: u,: u,: 
NO,PT,: ,5916,: ,: ,: ,: u,13655,2049,4997,: u,: u,: 
NO,RO,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: ,: 
NO,SE,: ,: ,: ,866000,874000,835000,797000,906000,1091000,: ,: ,: 
NO,SI,: ,: ,: ,: u,: ,: u,: u,: u,: u,: u,: u,: 
NO,SK,: ,: ,10016,: ,: ,7841,: ,8486,4167,: u,: ,: 
NO,UK,203049,195199,206694,335287,306371,289863,239463,355580,224705,264938,302147,: 
OCE,AT,: ,15713,: ,23375,15471,: ,22210,: ,24280,: u,: u,: 
OCE,BE,: ,8029,11241,20658,: ,21420,21211,: u,: u,: u,: u,: 
OCE,CH,: ,: ,: ,: ,: ,: ,: ,: u,: u,: u,: u,: 
OCE,CY,2771,2804,2553,3350,3835,3801,3751,3728,4352,: u,: u,: 
OCE,CZ,: u,: ,: u,: ,: ,: u,: ,: ,: ,: u,: u,: 
OCE,DE,: u,: u,: ,: ,: u,: u,: u,: u,: u,: u,: u,: 
OCE,DK,24800,17508,: ,: ,: ,27361,20757,25883,35751,: u,: u,: 
OCE,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,520551 e,738185 e,: 
OCE,EE,: ,: ,: ,: ,: u,: ,: ,: ,0,: u,: u,: 
OCE,EL,: ,: ,: ,10089,: ,: ,: ,1965,0,: u,: u,: 
OCE,ES,41026,45777,137365,: u,: ,: ,: ,: u,: u,: u,: u,: u
OCE,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,1084702 e,1393845 e,: 
OCE,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,1099555 e,1405632 e,: 
OCE,FI,10000,6000,12000,13000,12000,10000,5000,26000,6000,: u,: u,: u
OCE,FR,129000,159000,118785,157630,125820,150492,129644,120733,153298,118747 u,136915 u,: 
OCE,HR,: ,: ,: ,: ,23103,6233,15277,32442,13912,: u,: u,: 
OCE,HU,: ,: ,7965,: u,: u,: u,: ,: u,6661,2856 u,7129,13975
